artist,song,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Morgan Wallen,Wasted On You,5NsJTUG63lmQLd2nKU524l,0.512,0.656,11,-5.244,0,0.0303,0.349,0.000801,0.138,0.253,195.974,audio_features,spotify:track:5NsJTUG63lmQLd2nKU524l,https://api.spotify.com/v1/tracks/5NsJTUG63lmQLd2nKU524l,https://api.spotify.com/v1/audio-analysis/5NsJTUG63lmQLd2nKU524l,174213,3
"Crosby, Stills, Nash & Young",Country Girl,6CCh5pP9RWnYhXK43t1nDC,0.316,0.398,7,-12.558,0,0.031,0.589,2.93e-05,0.0929,0.367,120.903,audio_features,spotify:track:6CCh5pP9RWnYhXK43t1nDC,https://api.spotify.com/v1/tracks/6CCh5pP9RWnYhXK43t1nDC,https://api.spotify.com/v1/audio-analysis/6CCh5pP9RWnYhXK43t1nDC,312133,3
Luke Bryan,Country Girl (Shake It For Me),42ti8UCJUqSsMU9lMBHt3o,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,spotify:track:42ti8UCJUqSsMU9lMBHt3o,https://api.spotify.com/v1/tracks/42ti8UCJUqSsMU9lMBHt3o,https://api.spotify.com/v1/audio-analysis/42ti8UCJUqSsMU9lMBHt3o,225560,4
The Lacs,Country Boy's Paradise,2n9n090a0SH9McqY8B7gni,0.763,0.786,0,-5.359,1,0.0267,0.367,1.61e-06,0.386,0.804,122.039,audio_features,spotify:track:2n9n090a0SH9McqY8B7gni,https://api.spotify.com/v1/tracks/2n9n090a0SH9McqY8B7gni,https://api.spotify.com/v1/audio-analysis/2n9n090a0SH9McqY8B7gni,233000,4
Brett Eldredge,Somethin' I'm Good At,6ocKoJikzwEY8vdpG3CWj5,0.575,0.937,5,-4.34,1,0.112,0.0453,0.0,0.242,0.446,103.006,audio_features,spotify:track:6ocKoJikzwEY8vdpG3CWj5,https://api.spotify.com/v1/tracks/6ocKoJikzwEY8vdpG3CWj5,https://api.spotify.com/v1/audio-analysis/6ocKoJikzwEY8vdpG3CWj5,217333,4
Kane Brown,Like I Love Country Music,3j1xkzTW8owIphkWV51V9s,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85,audio_features,spotify:track:3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/tracks/3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/audio-analysis/3j1xkzTW8owIphkWV51V9s,234341,4
County Lines,Done,5QrymE7LvPxJb3nIv4SMyq,0.401,0.342,6,-12.294,1,0.0363,0.841,0.0,0.152,0.254,161.789,audio_features,spotify:track:5QrymE7LvPxJb3nIv4SMyq,https://api.spotify.com/v1/tracks/5QrymE7LvPxJb3nIv4SMyq,https://api.spotify.com/v1/audio-analysis/5QrymE7LvPxJb3nIv4SMyq,279815,3
Brooks & Dunn,Play Something Country,7MevrbPAGEaw1IgkaBmv82,0.685,0.909,0,-3.797,1,0.032,0.0782,1.25e-06,0.369,0.864,115.043,audio_features,spotify:track:7MevrbPAGEaw1IgkaBmv82,https://api.spotify.com/v1/tracks/7MevrbPAGEaw1IgkaBmv82,https://api.spotify.com/v1/audio-analysis/7MevrbPAGEaw1IgkaBmv82,195587,4
Cody Johnson,Dirt Cheap,3rhpcisB75A49u3Bh3i3oZ,0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,audio_features,spotify:track:3rhpcisB75A49u3Bh3i3oZ,https://api.spotify.com/v1/tracks/3rhpcisB75A49u3Bh3i3oZ,https://api.spotify.com/v1/audio-analysis/3rhpcisB75A49u3Bh3i3oZ,239347,4
George Strait,Heartland - Pure Country/Soundtrack Version,0U4R6UqrJo43TmImPku9H8,0.449,0.89,8,-9.5,1,0.05,0.0521,7.82e-05,0.112,0.696,156.978,audio_features,spotify:track:0U4R6UqrJo43TmImPku9H8,https://api.spotify.com/v1/tracks/0U4R6UqrJo43TmImPku9H8,https://api.spotify.com/v1/audio-analysis/0U4R6UqrJo43TmImPku9H8,138160,4
Tyler Hubbard,5 Foot 9,3aDjQNF4o5Ik9pAwmij5mW,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,spotify:track:3aDjQNF4o5Ik9pAwmij5mW,https://api.spotify.com/v1/tracks/3aDjQNF4o5Ik9pAwmij5mW,https://api.spotify.com/v1/audio-analysis/3aDjQNF4o5Ik9pAwmij5mW,189780,4
Tyler Childers,Old Country Church - Hallelujah Version,5lbz5DK5AUXQTBFH9qle3i,0.544,0.556,7,-6.63,1,0.0312,0.47,0.0038,0.0575,0.45,143.6,audio_features,spotify:track:5lbz5DK5AUXQTBFH9qle3i,https://api.spotify.com/v1/tracks/5lbz5DK5AUXQTBFH9qle3i,https://api.spotify.com/v1/audio-analysis/5lbz5DK5AUXQTBFH9qle3i,286813,4
Gabby Barrett,I Hope,09w8qrjf3KStlCa3boiTnd,0.561,0.536,6,-6.227,1,0.0346,0.0951,0.0,0.114,0.378,150.01,audio_features,spotify:track:09w8qrjf3KStlCa3boiTnd,https://api.spotify.com/v1/tracks/09w8qrjf3KStlCa3boiTnd,https://api.spotify.com/v1/audio-analysis/09w8qrjf3KStlCa3boiTnd,209229,4
Tim McGraw,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,audio_features,spotify:track:4Pn0JlCUusD2QHjADuOzuV,https://api.spotify.com/v1/tracks/4Pn0JlCUusD2QHjADuOzuV,https://api.spotify.com/v1/audio-analysis/4Pn0JlCUusD2QHjADuOzuV,259267,3
Morgan Wallen,Last Night,1akYaenKzMCmH3E4qvAfbz,0.503,0.694,6,-5.448,1,0.0333,0.473,0.0,0.159,0.534,203.95,audio_features,spotify:track:1akYaenKzMCmH3E4qvAfbz,https://api.spotify.com/v1/tracks/1akYaenKzMCmH3E4qvAfbz,https://api.spotify.com/v1/audio-analysis/1akYaenKzMCmH3E4qvAfbz,161187,4
Paul Cauthen,Country Coming Down,27DkPCNLPhOynXWL3W928k,0.681,0.368,0,-12.436,1,0.0333,0.667,9.23e-06,0.112,0.497,119.981,audio_features,spotify:track:27DkPCNLPhOynXWL3W928k,https://api.spotify.com/v1/tracks/27DkPCNLPhOynXWL3W928k,https://api.spotify.com/v1/audio-analysis/27DkPCNLPhOynXWL3W928k,191296,4
Zach Bryan,Blue,2oyyUwxRsQoofoTfaJzXlj,0.597,0.469,2,-6.838,1,0.0276,0.408,0.000277,0.135,0.409,139.422,audio_features,spotify:track:2oyyUwxRsQoofoTfaJzXlj,https://api.spotify.com/v1/tracks/2oyyUwxRsQoofoTfaJzXlj,https://api.spotify.com/v1/audio-analysis/2oyyUwxRsQoofoTfaJzXlj,218680,4
Granger Smith,Country Things,7rvCDkc7hgqfHKO1reChBR,0.59,0.808,7,-6.981,1,0.0305,0.0179,0.0,0.152,0.658,100.047,audio_features,spotify:track:7rvCDkc7hgqfHKO1reChBR,https://api.spotify.com/v1/tracks/7rvCDkc7hgqfHKO1reChBR,https://api.spotify.com/v1/audio-analysis/7rvCDkc7hgqfHKO1reChBR,217893,4
"Tyler Farr, Jelly Roll",Country As Shit (feat. Jelly Roll),7JsYjyrJPI7wmp5yFz88uU,0.553,0.919,2,-3.911,1,0.0813,0.0161,0.0,0.112,0.634,148.017,audio_features,spotify:track:7JsYjyrJPI7wmp5yFz88uU,https://api.spotify.com/v1/tracks/7JsYjyrJPI7wmp5yFz88uU,https://api.spotify.com/v1/audio-analysis/7JsYjyrJPI7wmp5yFz88uU,201493,4
04trac,Country Thuggin,4BckhG974FnjDWszUqMXjI,0.883,0.508,7,-10.513,1,0.0903,0.778,0.000362,0.341,0.637,121.987,audio_features,spotify:track:4BckhG974FnjDWszUqMXjI,https://api.spotify.com/v1/tracks/4BckhG974FnjDWszUqMXjI,https://api.spotify.com/v1/audio-analysis/4BckhG974FnjDWszUqMXjI,191403,4
Cody Johnson,The Painter,0CgFgfEay1BYCoUhwjk9QA,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,spotify:track:0CgFgfEay1BYCoUhwjk9QA,https://api.spotify.com/v1/tracks/0CgFgfEay1BYCoUhwjk9QA,https://api.spotify.com/v1/audio-analysis/0CgFgfEay1BYCoUhwjk9QA,211413,4
Oso Oso,the country club,3XZzkDZH6p4VjJU0qmxsgl,0.449,0.703,9,-3.954,1,0.0349,0.000258,1.25e-06,0.131,0.721,153.937,audio_features,spotify:track:3XZzkDZH6p4VjJU0qmxsgl,https://api.spotify.com/v1/tracks/3XZzkDZH6p4VjJU0qmxsgl,https://api.spotify.com/v1/audio-analysis/3XZzkDZH6p4VjJU0qmxsgl,179480,4
George Strait,Carrying Your Love With Me,4v0YZ6MV4XhyJgm5c563OI,0.61,0.624,10,-5.734,1,0.0267,0.24,0.0,0.0763,0.353,138.316,audio_features,spotify:track:4v0YZ6MV4XhyJgm5c563OI,https://api.spotify.com/v1/tracks/4v0YZ6MV4XhyJgm5c563OI,https://api.spotify.com/v1/audio-analysis/4v0YZ6MV4XhyJgm5c563OI,230413,4
"LOCASH, Colt Ford",C.O.U.N.T.R.Y. (Remix) [feat. Colt Ford],6zOfsT9HwkCBh7LdUofq7X,0.709,0.841,2,-5.081,1,0.0478,0.0339,9.37e-05,0.0986,0.447,122.02,audio_features,spotify:track:6zOfsT9HwkCBh7LdUofq7X,https://api.spotify.com/v1/tracks/6zOfsT9HwkCBh7LdUofq7X,https://api.spotify.com/v1/audio-analysis/6zOfsT9HwkCBh7LdUofq7X,226763,4
Ricky Skaggs,Country Boy,1UBEJu60nnWN5rOGwNsGZc,0.355,0.707,7,-11.905,1,0.0321,0.057,0.0055,0.0992,0.564,162.408,audio_features,spotify:track:1UBEJu60nnWN5rOGwNsGZc,https://api.spotify.com/v1/tracks/1UBEJu60nnWN5rOGwNsGZc,https://api.spotify.com/v1/audio-analysis/1UBEJu60nnWN5rOGwNsGZc,229600,4
Tyler Hubbard,Dancin’ In The Country,2dEF2JsLh6WKhB0tWZuwnp,0.657,0.871,7,-4.614,1,0.0675,0.0031,0.0,0.102,0.532,114.974,audio_features,spotify:track:2dEF2JsLh6WKhB0tWZuwnp,https://api.spotify.com/v1/tracks/2dEF2JsLh6WKhB0tWZuwnp,https://api.spotify.com/v1/audio-analysis/2dEF2JsLh6WKhB0tWZuwnp,179640,4
"Jack Johnson, Paula Fuga","Country Road - Live In Santa Barbara, California/2008",35TKxUnX5aDSiCPv5WZUkD,0.738,0.695,9,-7.488,0,0.0573,0.515,0.000401,0.443,0.501,117.683,audio_features,spotify:track:35TKxUnX5aDSiCPv5WZUkD,https://api.spotify.com/v1/tracks/35TKxUnX5aDSiCPv5WZUkD,https://api.spotify.com/v1/audio-analysis/35TKxUnX5aDSiCPv5WZUkD,178360,4
Florida Georgia Line,Dirt,3sytk4nnrGU6GC00pKH8mN,0.547,0.884,2,-4.215,1,0.0468,0.0786,1.19e-05,0.119,0.536,121.977,audio_features,spotify:track:3sytk4nnrGU6GC00pKH8mN,https://api.spotify.com/v1/tracks/3sytk4nnrGU6GC00pKH8mN,https://api.spotify.com/v1/audio-analysis/3sytk4nnrGU6GC00pKH8mN,231680,4
Gabe Garcia,Country Looks Good On You,5Hh4m2zniN2ihGMoTtVOS6,0.649,0.663,8,-3.755,1,0.03,0.444,0.0,0.136,0.626,116.02,audio_features,spotify:track:5Hh4m2zniN2ihGMoTtVOS6,https://api.spotify.com/v1/tracks/5Hh4m2zniN2ihGMoTtVOS6,https://api.spotify.com/v1/audio-analysis/5Hh4m2zniN2ihGMoTtVOS6,190947,4
Jon Pardi,Head Over Boots,14JKf3cRAotertpur0rqkP,0.562,0.688,7,-4.474,1,0.0263,0.0763,0.0,0.0863,0.617,108.017,audio_features,spotify:track:14JKf3cRAotertpur0rqkP,https://api.spotify.com/v1/tracks/14JKf3cRAotertpur0rqkP,https://api.spotify.com/v1/audio-analysis/14JKf3cRAotertpur0rqkP,202347,4
Tyler Hubbard,5 Foot 9,6iFBVJHamM8Aa6I7JxEKvb,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,spotify:track:6iFBVJHamM8Aa6I7JxEKvb,https://api.spotify.com/v1/tracks/6iFBVJHamM8Aa6I7JxEKvb,https://api.spotify.com/v1/audio-analysis/6iFBVJHamM8Aa6I7JxEKvb,189780,4
"Country Christmas Music, Country Christmas Songs, Country Christmas Playlist",Stars Over the Pines,4oDkuh5IqXPlxi826vngQY,0.519,0.388,2,-13.12,1,0.0344,0.628,0.828,0.144,0.553,98.018,audio_features,spotify:track:4oDkuh5IqXPlxi826vngQY,https://api.spotify.com/v1/tracks/4oDkuh5IqXPlxi826vngQY,https://api.spotify.com/v1/audio-analysis/4oDkuh5IqXPlxi826vngQY,116520,4
Emile Mosseri,Big Country,2FH1R4lNVQQx64VLEPLOhF,0.254,0.202,8,-19.028,1,0.0309,0.975,0.927,0.0784,0.199,61.854,audio_features,spotify:track:2FH1R4lNVQQx64VLEPLOhF,https://api.spotify.com/v1/tracks/2FH1R4lNVQQx64VLEPLOhF,https://api.spotify.com/v1/audio-analysis/2FH1R4lNVQQx64VLEPLOhF,136235,4
Bailey Zimmerman,Holy Smokes,4w9TzpIExnUuA08Hscabbn,0.462,0.569,7,-7.908,1,0.0321,0.509,0.0,0.12,0.432,95.117,audio_features,spotify:track:4w9TzpIExnUuA08Hscabbn,https://api.spotify.com/v1/tracks/4w9TzpIExnUuA08Hscabbn,https://api.spotify.com/v1/audio-analysis/4w9TzpIExnUuA08Hscabbn,195158,4
"Bob Dylan, Johnny Cash",Girl from the North Country,4K1imZQQ0yKtJ40vGmUajS,0.607,0.142,7,-23.455,1,0.0382,0.843,0.000197,0.121,0.305,118.867,audio_features,spotify:track:4K1imZQQ0yKtJ40vGmUajS,https://api.spotify.com/v1/tracks/4K1imZQQ0yKtJ40vGmUajS,https://api.spotify.com/v1/audio-analysis/4K1imZQQ0yKtJ40vGmUajS,220400,4
Rascal Flatts,Life is a Highway,5zbXz1XirAV5gk4wYxX7Ob,0.58,0.954,5,-3.856,1,0.0613,0.00264,0.0,0.218,0.674,103.043,audio_features,spotify:track:5zbXz1XirAV5gk4wYxX7Ob,https://api.spotify.com/v1/tracks/5zbXz1XirAV5gk4wYxX7Ob,https://api.spotify.com/v1/audio-analysis/5zbXz1XirAV5gk4wYxX7Ob,276320,4
Zach Top,Bad Luck,1OYHXCuHdzHjpHqHlY1g1r,0.632,0.652,9,-5.402,0,0.0343,0.503,2.19e-06,0.131,0.737,175.902,audio_features,spotify:track:1OYHXCuHdzHjpHqHlY1g1r,https://api.spotify.com/v1/tracks/1OYHXCuHdzHjpHqHlY1g1r,https://api.spotify.com/v1/audio-analysis/1OYHXCuHdzHjpHqHlY1g1r,199248,4
Luke Combs,When It Rains It Pours,10nbBbXADWuc5Je9To6NQq,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.021,audio_features,spotify:track:10nbBbXADWuc5Je9To6NQq,https://api.spotify.com/v1/tracks/10nbBbXADWuc5Je9To6NQq,https://api.spotify.com/v1/audio-analysis/10nbBbXADWuc5Je9To6NQq,240760,4
Jay Webb,Country Til I Die,3FljNhN2VDABO1YRRI0ZA2,0.615,0.65,7,-7.19,1,0.0418,0.0336,0.0,0.0735,0.804,104.954,audio_features,spotify:track:3FljNhN2VDABO1YRRI0ZA2,https://api.spotify.com/v1/tracks/3FljNhN2VDABO1YRRI0ZA2,https://api.spotify.com/v1/audio-analysis/3FljNhN2VDABO1YRRI0ZA2,152286,4
George Strait,Amarillo By Morning,2x5OLUyZRYEcB1pmywynf0,0.598,0.501,9,-10.173,1,0.0316,0.285,4.44e-05,0.377,0.597,120.849,audio_features,spotify:track:2x5OLUyZRYEcB1pmywynf0,https://api.spotify.com/v1/tracks/2x5OLUyZRYEcB1pmywynf0,https://api.spotify.com/v1/audio-analysis/2x5OLUyZRYEcB1pmywynf0,172813,4
"Bezz Believe, Colt Ford",Country Hustlas,7KGLTEWG1Qvp5rGBCfRhyv,0.687,0.547,11,-9.189,1,0.166,0.299,0.000107,0.14,0.292,143.995,audio_features,spotify:track:7KGLTEWG1Qvp5rGBCfRhyv,https://api.spotify.com/v1/tracks/7KGLTEWG1Qvp5rGBCfRhyv,https://api.spotify.com/v1/audio-analysis/7KGLTEWG1Qvp5rGBCfRhyv,186667,4
Cody Johnson,Dirt Cheap,6CjfUnSD4LlXze5YNPngb8,0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,audio_features,spotify:track:6CjfUnSD4LlXze5YNPngb8,https://api.spotify.com/v1/tracks/6CjfUnSD4LlXze5YNPngb8,https://api.spotify.com/v1/audio-analysis/6CjfUnSD4LlXze5YNPngb8,239347,4
"Nu Breed, Jesse Howard",Country Proud,3zPTznNGsk3YUOgf3Q7qoR,0.727,0.726,10,-5.425,0,0.0987,0.176,0.0,0.175,0.365,77.495,audio_features,spotify:track:3zPTznNGsk3YUOgf3Q7qoR,https://api.spotify.com/v1/tracks/3zPTznNGsk3YUOgf3Q7qoR,https://api.spotify.com/v1/audio-analysis/3zPTznNGsk3YUOgf3Q7qoR,373804,4
Parker McCollum,Burn It Down - Radio Edit,4N8YK7z2H915QvhM10zx0n,0.484,0.753,2,-5.23,1,0.0503,0.11,5.95e-06,0.193,0.281,80.995,audio_features,spotify:track:4N8YK7z2H915QvhM10zx0n,https://api.spotify.com/v1/tracks/4N8YK7z2H915QvhM10zx0n,https://api.spotify.com/v1/audio-analysis/4N8YK7z2H915QvhM10zx0n,216673,4
Marcellus TheSinger,A CountryBoy Love Song,27EDV9zgbQ7q1BNcN5Pymk,0.547,0.366,9,-10.621,1,0.124,0.155,0.0,0.127,0.269,101.313,audio_features,spotify:track:27EDV9zgbQ7q1BNcN5Pymk,https://api.spotify.com/v1/tracks/27EDV9zgbQ7q1BNcN5Pymk,https://api.spotify.com/v1/audio-analysis/27EDV9zgbQ7q1BNcN5Pymk,230760,3
Jon Pardi,Head Over Boots,55b4ic7BOPRSrOhHDWQer2,0.562,0.688,7,-4.474,1,0.0263,0.0763,0.0,0.0863,0.617,108.017,audio_features,spotify:track:55b4ic7BOPRSrOhHDWQer2,https://api.spotify.com/v1/tracks/55b4ic7BOPRSrOhHDWQer2,https://api.spotify.com/v1/audio-analysis/55b4ic7BOPRSrOhHDWQer2,202347,4
"Charlie Farley, Blake Lambert",Country Justice,7HdscHY3CXRN8mKHPE0pzK,0.561,0.742,2,-4.425,0,0.0677,0.108,4.53e-05,0.0436,0.507,147.989,audio_features,spotify:track:7HdscHY3CXRN8mKHPE0pzK,https://api.spotify.com/v1/tracks/7HdscHY3CXRN8mKHPE0pzK,https://api.spotify.com/v1/audio-analysis/7HdscHY3CXRN8mKHPE0pzK,240705,4
Tracy Lawrence,Time Marches On,3cJ4AoggkvjoGZ51D0RVgU,0.855,0.517,6,-9.232,0,0.0293,0.56,0.000164,0.144,0.479,118.386,audio_features,spotify:track:3cJ4AoggkvjoGZ51D0RVgU,https://api.spotify.com/v1/tracks/3cJ4AoggkvjoGZ51D0RVgU,https://api.spotify.com/v1/audio-analysis/3cJ4AoggkvjoGZ51D0RVgU,185360,4
Boy Harsher,Country Girl,7JCs0CGyFeFB3ht8IVVpHx,0.636,0.699,8,-9.303,1,0.0343,0.239,0.867,0.113,0.378,124.98,audio_features,spotify:track:7JCs0CGyFeFB3ht8IVVpHx,https://api.spotify.com/v1/tracks/7JCs0CGyFeFB3ht8IVVpHx,https://api.spotify.com/v1/audio-analysis/7JCs0CGyFeFB3ht8IVVpHx,314650,4
Rain Sounds,Countryside Rain,6kPIwOCEiDLboMRvVLJ0W4,0.155,0.993,8,-16.381,1,0.0662,0.0911,0.546,0.799,1e-05,133.085,audio_features,spotify:track:6kPIwOCEiDLboMRvVLJ0W4,https://api.spotify.com/v1/tracks/6kPIwOCEiDLboMRvVLJ0W4,https://api.spotify.com/v1/audio-analysis/6kPIwOCEiDLboMRvVLJ0W4,158343,5
Easton Corbin,A Little More Country Than That,7LrZ3SczM7zlUkVlhevPp2,0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,audio_features,spotify:track:7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/tracks/7LrZ3SczM7zlUkVlhevPp2,https://api.spotify.com/v1/audio-analysis/7LrZ3SczM7zlUkVlhevPp2,172227,4
Upchurch,Country Cut Celebrity,1Pr7I9MYFSH7jpx9i12VVE,0.912,0.42,2,-8.873,0,0.302,0.0908,0.0,0.143,0.16,139.98,audio_features,spotify:track:1Pr7I9MYFSH7jpx9i12VVE,https://api.spotify.com/v1/tracks/1Pr7I9MYFSH7jpx9i12VVE,https://api.spotify.com/v1/audio-analysis/1Pr7I9MYFSH7jpx9i12VVE,184628,4
"Cory Marks, Travis Tritt, Godsmack, Mick Mars, Sully Erna","(Make My) Country Rock (feat. Sully Erna of Godsmack, Travis Tritt, and Mick Mars)",1Z2ayz8NgAD3HtNUfxUlrL,0.402,0.966,6,-2.958,0,0.147,0.0259,0.0,0.207,0.494,166.279,audio_features,spotify:track:1Z2ayz8NgAD3HtNUfxUlrL,https://api.spotify.com/v1/tracks/1Z2ayz8NgAD3HtNUfxUlrL,https://api.spotify.com/v1/audio-analysis/1Z2ayz8NgAD3HtNUfxUlrL,188581,4
Jay Webb,Country Girls Turn Me On,4QYPNHA2gzKejeR7Ld0baq,0.61,0.539,1,-6.461,0,0.0555,0.00339,0.0,0.257,0.48,161.143,audio_features,spotify:track:4QYPNHA2gzKejeR7Ld0baq,https://api.spotify.com/v1/tracks/4QYPNHA2gzKejeR7Ld0baq,https://api.spotify.com/v1/audio-analysis/4QYPNHA2gzKejeR7Ld0baq,168463,4
"Josh Turner, Chris Janson",Country State Of Mind,0m6rHWatyrP7mTacAApvIb,0.594,0.833,1,-5.559,1,0.0337,0.0119,0.0,0.315,0.592,118.512,audio_features,spotify:track:0m6rHWatyrP7mTacAApvIb,https://api.spotify.com/v1/tracks/0m6rHWatyrP7mTacAApvIb,https://api.spotify.com/v1/audio-analysis/0m6rHWatyrP7mTacAApvIb,242022,4
Walker Hayes,90's Country,4VVvKg5swvHf34JI7uwL2L,0.738,0.718,1,-5.777,0,0.0414,0.163,0.0,0.207,0.685,125.047,audio_features,spotify:track:4VVvKg5swvHf34JI7uwL2L,https://api.spotify.com/v1/tracks/4VVvKg5swvHf34JI7uwL2L,https://api.spotify.com/v1/audio-analysis/4VVvKg5swvHf34JI7uwL2L,172133,4
Bob Dylan,Country Pie,2YehU3jLpb9bM5V6k8HmyA,0.723,0.533,9,-17.939,1,0.0557,0.639,0.00037,0.23,0.68,99.079,audio_features,spotify:track:2YehU3jLpb9bM5V6k8HmyA,https://api.spotify.com/v1/tracks/2YehU3jLpb9bM5V6k8HmyA,https://api.spotify.com/v1/audio-analysis/2YehU3jLpb9bM5V6k8HmyA,95933,4
"Colt Ford, Eric Church",Country Thang,6J4uBSaolQYDJ1LEbfK3Bc,0.638,0.814,2,-6.93,1,0.0468,0.0143,2.08e-05,0.347,0.413,102.039,audio_features,spotify:track:6J4uBSaolQYDJ1LEbfK3Bc,https://api.spotify.com/v1/tracks/6J4uBSaolQYDJ1LEbfK3Bc,https://api.spotify.com/v1/audio-analysis/6J4uBSaolQYDJ1LEbfK3Bc,172427,4
"Bottleneck, Jawga Boyz",Country Round Here (feat. Jawga Boyz),1Q10VEXBII735DvNYQgEFg,0.743,0.513,6,-5.927,0,0.0392,0.00515,0.0,0.176,0.347,137.951,audio_features,spotify:track:1Q10VEXBII735DvNYQgEFg,https://api.spotify.com/v1/tracks/1Q10VEXBII735DvNYQgEFg,https://api.spotify.com/v1/audio-analysis/1Q10VEXBII735DvNYQgEFg,214843,4
"Riley Green, Luke Combs",Different 'Round Here,6rIyiEU4fJKFuwiAJiRhf4,0.454,0.72,1,-5.999,1,0.0319,8.63e-05,0.000131,0.128,0.313,141.93,audio_features,spotify:track:6rIyiEU4fJKFuwiAJiRhf4,https://api.spotify.com/v1/tracks/6rIyiEU4fJKFuwiAJiRhf4,https://api.spotify.com/v1/audio-analysis/6rIyiEU4fJKFuwiAJiRhf4,176000,4
ConcernedApe,Cloud Country,0Mmtro18AX4ONE1I3mgNEh,0.709,0.198,11,-18.498,1,0.0548,0.805,0.956,0.0966,0.627,95.979,audio_features,spotify:track:0Mmtro18AX4ONE1I3mgNEh,https://api.spotify.com/v1/tracks/0Mmtro18AX4ONE1I3mgNEh,https://api.spotify.com/v1/audio-analysis/0Mmtro18AX4ONE1I3mgNEh,90000,4
Florida Georgia Line,I Love My Country,6EcUjxvUWfiXx5U22vrSoK,0.525,0.94,4,-3.546,1,0.065,0.0283,0.0,0.236,0.636,140.093,audio_features,spotify:track:6EcUjxvUWfiXx5U22vrSoK,https://api.spotify.com/v1/tracks/6EcUjxvUWfiXx5U22vrSoK,https://api.spotify.com/v1/audio-analysis/6EcUjxvUWfiXx5U22vrSoK,185467,4
Ian Munsick,I See Country,22FmhVuD9a7pk77AegyJPZ,0.674,0.748,10,-6.257,1,0.0281,0.0325,0.0,0.42,0.637,128.93,audio_features,spotify:track:22FmhVuD9a7pk77AegyJPZ,https://api.spotify.com/v1/tracks/22FmhVuD9a7pk77AegyJPZ,https://api.spotify.com/v1/audio-analysis/22FmhVuD9a7pk77AegyJPZ,244875,4
"Bebe Rexha, Florida Georgia Line",Meant to Be,5Y5gtNh17wYwKtLhlG3FrI,0.641,0.783,10,-6.586,1,0.0999,0.0467,0.0,0.0634,0.558,153.97,audio_features,spotify:track:5Y5gtNh17wYwKtLhlG3FrI,https://api.spotify.com/v1/tracks/5Y5gtNh17wYwKtLhlG3FrI,https://api.spotify.com/v1/audio-analysis/5Y5gtNh17wYwKtLhlG3FrI,164640,4
"mike., Skeez",Country Anywhere,4TVlDWrY5vLvOT0uJgKDZ4,0.59,0.397,4,-9.623,1,0.0442,0.38,0.0,0.118,0.15,93.074,audio_features,spotify:track:4TVlDWrY5vLvOT0uJgKDZ4,https://api.spotify.com/v1/tracks/4TVlDWrY5vLvOT0uJgKDZ4,https://api.spotify.com/v1/audio-analysis/4TVlDWrY5vLvOT0uJgKDZ4,170577,4
Luke Bryan,Country Girl (Shake It For Me),0X1tg77i54bi8cefqYlnHa,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,spotify:track:0X1tg77i54bi8cefqYlnHa,https://api.spotify.com/v1/tracks/0X1tg77i54bi8cefqYlnHa,https://api.spotify.com/v1/audio-analysis/0X1tg77i54bi8cefqYlnHa,225560,4
Charles Wesley Godwin,Cue Country Roads,0waw0G9IgXwZlOy9Cr1aD3,0.452,0.658,5,-5.711,1,0.0304,0.0124,3.01e-06,0.143,0.544,150.014,audio_features,spotify:track:0waw0G9IgXwZlOy9Cr1aD3,https://api.spotify.com/v1/tracks/0waw0G9IgXwZlOy9Cr1aD3,https://api.spotify.com/v1/audio-analysis/0waw0G9IgXwZlOy9Cr1aD3,221067,4
Eric Church,Springsteen,59WjKtcbwJOlcO2QJ7kwO7,0.692,0.809,2,-5.935,1,0.0255,0.1,9.91e-05,0.186,0.927,104.022,audio_features,spotify:track:59WjKtcbwJOlcO2QJ7kwO7,https://api.spotify.com/v1/tracks/59WjKtcbwJOlcO2QJ7kwO7,https://api.spotify.com/v1/audio-analysis/59WjKtcbwJOlcO2QJ7kwO7,263387,4
